instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,rush_hour,day_type,temp_category,cnt_log,data_source
2063,2011-03-31,Summer,0,3,19,0,4,1,2,0.3,0.87,0.1343,12,118,130,Rush Hour,Weekday,Cold,4.875197323201151,hour
2064,2011-03-31,Summer,0,3,20,0,4,1,3,0.28,0.93,0.2836,6,79,85,Non-Rush Hour,Weekday,Cold,4.454347296253507,hour
2065,2011-03-31,Summer,0,3,21,0,4,1,2,0.28,0.93,0.1642,7,53,60,Non-Rush Hour,Weekday,Cold,4.110873864173311,hour
2066,2011-03-31,Summer,0,3,22,0,4,1,3,0.28,0.93,0.2537,7,44,51,Non-Rush Hour,Weekday,Cold,3.951243718581428,hour
2067,2011-03-31,Summer,0,3,23,0,4,1,3,0.26,1.0,0.1642,4,23,27,Non-Rush Hour,Weekday,Cold,3.332204510175204,hour
2068,2011-04-01,Summer,0,4,0,0,5,1,3,0.26,1.0,0.1642,0,6,6,Non-Rush Hour,Weekday,Cold,1.9459101490553128,hour
2069,2011-04-01,Summer,0,4,1,0,5,1,3,0.26,1.0,0.1642,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341005,hour
2070,2011-04-01,Summer,0,4,2,0,5,1,3,0.26,0.93,0.194,0,7,7,Non-Rush Hour,Weekday,Cold,2.079441541679836,hour
2071,2011-04-01,Summer,0,4,3,0,5,1,2,0.24,0.93,0.2537,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341005,hour
2072,2011-04-01,Summer,0,4,4,0,5,1,2,0.24,0.93,0.2537,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906,hour
2073,2011-04-01,Summer,0,4,5,0,5,1,3,0.24,0.93,0.2239,1,11,12,Non-Rush Hour,Weekday,Cold,2.5649493574615367,hour
2074,2011-04-01,Summer,0,4,6,0,5,1,3,0.24,0.93,0.2239,2,26,28,Non-Rush Hour,Weekday,Cold,3.367295829986474,hour
2075,2011-04-01,Summer,0,4,7,0,5,1,3,0.24,0.93,0.194,4,91,95,Rush Hour,Weekday,Cold,4.564348191467836,hour
2076,2011-04-01,Summer,0,4,8,0,5,1,2,0.26,0.87,0.2537,8,198,206,Rush Hour,Weekday,Cold,5.332718793265369,hour
2077,2011-04-01,Summer,0,4,9,0,5,1,1,0.32,0.7,0.3582,11,162,173,Rush Hour,Weekday,Mild,5.159055299214529,hour
2078,2011-04-01,Summer,0,4,10,0,5,1,1,0.32,0.66,0.2836,12,63,75,Non-Rush Hour,Weekday,Mild,4.330733340286331,hour
2079,2011-04-01,Summer,0,4,11,0,5,1,1,0.32,0.61,0.3582,17,72,89,Non-Rush Hour,Weekday,Mild,4.499809670330265,hour
2080,2011-04-01,Summer,0,4,12,0,5,1,1,0.34,0.53,0.3582,15,80,95,Non-Rush Hour,Weekday,Mild,4.564348191467836,hour
2081,2011-04-01,Summer,0,4,13,0,5,1,1,0.36,0.5,0.3582,18,92,110,Non-Rush Hour,Weekday,Mild,4.709530201312334,hour
2082,2011-04-01,Summer,0,4,14,0,5,1,2,0.36,0.46,0.3582,26,61,87,Non-Rush Hour,Weekday,Mild,4.477336814478207,hour
2083,2011-04-01,Summer,0,4,15,0,5,1,1,0.34,0.46,0.4179,30,81,111,Non-Rush Hour,Weekday,Mild,4.718498871295094,hour
2084,2011-04-01,Summer,0,4,16,0,5,1,1,0.34,0.46,0.4179,42,125,167,Rush Hour,Weekday,Mild,5.123963979403259,hour
2085,2011-04-01,Summer,0,4,17,0,5,1,1,0.34,0.46,0.3284,36,245,281,Rush Hour,Weekday,Mild,5.641907070938114,hour
2086,2011-04-01,Summer,0,4,18,0,5,1,1,0.34,0.46,0.3284,36,205,241,Rush Hour,Weekday,Mild,5.488937726156687,hour
2087,2011-04-01,Summer,0,4,19,0,5,1,1,0.34,0.49,0.3284,16,120,136,Rush Hour,Weekday,Mild,4.919980925828125,hour
2088,2011-04-01,Summer,0,4,20,0,5,1,1,0.32,0.53,0.194,2,75,77,Non-Rush Hour,Weekday,Mild,4.356708826689592,hour
2089,2011-04-01,Summer,0,4,21,0,5,1,1,0.32,0.53,0.1343,9,84,93,Non-Rush Hour,Weekday,Mild,4.543294782270004,hour
2090,2011-04-01,Summer,0,4,22,0,5,1,1,0.3,0.56,0.1642,10,64,74,Non-Rush Hour,Weekday,Cold,4.31748811353631,hour
2091,2011-04-01,Summer,0,4,23,0,5,1,1,0.3,0.61,0.0896,12,41,53,Non-Rush Hour,Weekday,Cold,3.9889840465642745,hour
2092,2011-04-02,Summer,0,4,0,0,6,0,2,0.3,0.61,0.194,3,29,32,Non-Rush Hour,Weekend,Cold,3.49650756146648,hour
2093,2011-04-02,Summer,0,4,1,0,6,0,1,0.26,0.65,0.1343,4,28,32,Non-Rush Hour,Weekend,Cold,3.49650756146648,hour
2094,2011-04-02,Summer,0,4,2,0,6,0,1,0.24,0.75,0.1343,1,20,21,Non-Rush Hour,Weekend,Cold,3.091042453358316,hour
2095,2011-04-02,Summer,0,4,3,0,6,0,1,0.24,0.7,0.1642,1,8,9,Non-Rush Hour,Weekend,Cold,2.302585092994046,hour
2096,2011-04-02,Summer,0,4,4,0,6,0,1,0.24,0.7,0.1642,0,5,5,Non-Rush Hour,Weekend,Cold,1.791759469228055,hour
2097,2011-04-02,Summer,0,4,5,0,6,0,2,0.24,0.75,0.1642,1,4,5,Non-Rush Hour,Weekend,Cold,1.791759469228055,hour
2098,2011-04-02,Summer,0,4,6,0,6,0,1,0.26,0.7,0.1045,5,7,12,Non-Rush Hour,Weekend,Cold,2.5649493574615367,hour
2099,2011-04-02,Summer,0,4,7,0,6,0,2,0.26,0.7,0.1045,2,16,18,Rush Hour,Weekend,Cold,2.9444389791664403,hour
2100,2011-04-02,Summer,0,4,8,0,6,0,1,0.3,0.7,0.1045,10,45,55,Rush Hour,Weekend,Cold,4.02535169073515,hour
2101,2011-04-02,Summer,0,4,9,0,6,0,2,0.34,0.66,0.1045,22,65,87,Rush Hour,Weekend,Mild,4.477336814478207,hour
2102,2011-04-02,Summer,0,4,10,0,6,0,2,0.36,0.57,0.1642,41,113,154,Non-Rush Hour,Weekend,Mild,5.043425116919247,hour
2103,2011-04-02,Summer,0,4,11,0,6,0,2,0.4,0.47,0.1642,72,126,198,Non-Rush Hour,Weekend,Mild,5.293304824724492,hour
2104,2011-04-02,Summer,0,4,12,0,6,0,3,0.32,0.81,0.1343,84,100,184,Non-Rush Hour,Weekend,Mild,5.220355825078325,hour
2105,2011-04-02,Summer,0,4,13,0,6,0,1,0.34,0.81,0.1343,56,81,137,Non-Rush Hour,Weekend,Mild,4.927253685157205,hour
2106,2011-04-02,Summer,0,4,14,0,6,0,3,0.32,0.76,0.3284,97,93,190,Non-Rush Hour,Weekend,Mild,5.25227342804663,hour
2107,2011-04-02,Summer,0,4,15,0,6,0,3,0.34,0.76,0.3881,72,64,136,Non-Rush Hour,Weekend,Mild,4.919980925828125,hour
2108,2011-04-02,Summer,0,4,16,0,6,0,1,0.38,0.62,0.3284,111,85,196,Rush Hour,Weekend,Mild,5.2832037287379885,hour
2109,2011-04-02,Summer,0,4,17,0,6,0,1,0.38,0.54,0.3582,89,95,184,Rush Hour,Weekend,Mild,5.220355825078325,hour
2110,2011-04-02,Summer,0,4,18,0,6,0,1,0.38,0.54,0.194,69,110,179,Rush Hour,Weekend,Mild,5.19295685089021,hour
2111,2011-04-02,Summer,0,4,19,0,6,0,1,0.36,0.53,0.3582,71,77,148,Rush Hour,Weekend,Mild,5.003946305945459,hour
2112,2011-04-02,Summer,0,4,20,0,6,0,1,0.34,0.53,0.2836,29,56,85,Non-Rush Hour,Weekend,Mild,4.454347296253507,hour
2113,2011-04-02,Summer,0,4,21,0,6,0,1,0.32,0.61,0.2537,24,53,77,Non-Rush Hour,Weekend,Mild,4.356708826689592,hour
2114,2011-04-02,Summer,0,4,22,0,6,0,1,0.32,0.61,0.2985,14,41,55,Non-Rush Hour,Weekend,Mild,4.02535169073515,hour
2115,2011-04-02,Summer,0,4,23,0,6,0,1,0.32,0.61,0.1642,20,33,53,Non-Rush Hour,Weekend,Mild,3.9889840465642745,hour
2116,2011-04-03,Summer,0,4,0,0,0,0,1,0.3,0.65,0.194,8,31,39,Non-Rush Hour,Weekend,Cold,3.688879454113936,hour
2117,2011-04-03,Summer,0,4,1,0,0,0,1,0.3,0.61,0.1045,8,26,34,Non-Rush Hour,Weekend,Cold,3.555348061489413,hour
2118,2011-04-03,Summer,0,4,2,0,0,0,1,0.26,0.7,0.1343,5,19,24,Non-Rush Hour,Weekend,Cold,3.218875824868201,hour
2119,2011-04-03,Summer,0,4,3,0,0,0,1,0.3,0.61,0.194,3,8,11,Non-Rush Hour,Weekend,Cold,2.4849066497880004,hour
2120,2011-04-03,Summer,0,4,4,0,0,0,1,0.28,0.7,0.0896,3,0,3,Non-Rush Hour,Weekend,Cold,1.3862943611198906,hour
2121,2011-04-03,Summer,0,4,5,0,0,0,1,0.28,0.65,0.2239,1,4,5,Non-Rush Hour,Weekend,Cold,1.791759469228055,hour
2122,2011-04-03,Summer,0,4,6,0,0,0,1,0.28,0.65,0.194,10,23,33,Non-Rush Hour,Weekend,Cold,3.5263605246161616,hour
2123,2011-04-03,Summer,0,4,7,0,0,0,1,0.32,0.57,0.2239,13,20,33,Rush Hour,Weekend,Mild,3.5263605246161616,hour
2124,2011-04-03,Summer,0,4,8,0,0,0,1,0.34,0.57,0.1642,18,44,62,Rush Hour,Weekend,Mild,4.143134726391533,hour
2125,2011-04-03,Summer,0,4,9,0,0,0,1,0.36,0.5,0.4925,68,74,142,Rush Hour,Weekend,Mild,4.962844630259907,hour
2126,2011-04-03,Summer,0,4,10,0,0,0,1,0.4,0.43,0.4179,111,104,215,Non-Rush Hour,Weekend,Mild,5.375278407684165,hour
2127,2011-04-03,Summer,0,4,11,0,0,0,1,0.42,0.41,0.2537,139,104,243,Non-Rush Hour,Weekend,Mild,5.497168225293202,hour
2128,2011-04-03,Summer,0,4,12,0,0,0,1,0.44,0.38,0.2836,166,147,313,Non-Rush Hour,Weekend,Mild,5.749392985908253,hour
2129,2011-04-03,Summer,0,4,13,0,0,0,1,0.44,0.33,0.2985,219,148,367,Non-Rush Hour,Weekend,Mild,5.908082938168931,hour
2130,2011-04-03,Summer,0,4,14,0,0,0,1,0.46,0.31,0.1343,240,109,349,Non-Rush Hour,Weekend,Mild,5.857933154483459,hour
2131,2011-04-03,Summer,0,4,15,0,0,0,2,0.46,0.33,0.194,174,118,292,Non-Rush Hour,Weekend,Mild,5.680172609017068,hour
2132,2011-04-03,Summer,0,4,16,0,0,0,2,0.46,0.31,0.194,147,156,303,Rush Hour,Weekend,Mild,5.717027701406222,hour
2133,2011-04-03,Summer,0,4,17,0,0,0,2,0.46,0.28,0.1343,148,126,274,Rush Hour,Weekend,Mild,5.616771097666572,hour
2134,2011-04-03,Summer,0,4,18,0,0,0,2,0.46,0.31,0.194,71,101,172,Rush Hour,Weekend,Mild,5.153291594497779,hour
2135,2011-04-03,Summer,0,4,19,0,0,0,2,0.42,0.44,0.194,51,93,144,Rush Hour,Weekend,Mild,4.976733742420574,hour
2136,2011-04-03,Summer,0,4,20,0,0,0,3,0.42,0.41,0.2239,24,55,79,Non-Rush Hour,Weekend,Mild,4.382026634673881,hour
2137,2011-04-03,Summer,0,4,21,0,0,0,2,0.42,0.44,0.2239,8,37,45,Non-Rush Hour,Weekend,Mild,3.828641396489095,hour
2138,2011-04-03,Summer,0,4,22,0,0,0,1,0.4,0.43,0.1045,7,29,36,Non-Rush Hour,Weekend,Mild,3.610917912644224,hour
2139,2011-04-03,Summer,0,4,23,0,0,0,1,0.4,0.5,0.0896,9,22,31,Non-Rush Hour,Weekend,Mild,3.4657359027997265,hour
2140,2011-04-04,Summer,0,4,0,0,1,1,1,0.4,0.5,0.2239,1,5,6,Non-Rush Hour,Weekday,Mild,1.9459101490553128,hour
2141,2011-04-04,Summer,0,4,1,0,1,1,1,0.4,0.56,0.3582,7,4,11,Non-Rush Hour,Weekday,Mild,2.4849066497880004,hour
2142,2011-04-04,Summer,0,4,2,0,1,1,1,0.38,0.66,0.2537,1,1,2,Non-Rush Hour,Weekday,Mild,1.0986122886681096,hour
2143,2011-04-04,Summer,0,4,3,0,1,1,1,0.38,0.66,0.2836,1,0,1,Non-Rush Hour,Weekday,Mild,0.6931471805599453,hour
2144,2011-04-04,Summer,0,4,4,0,1,1,1,0.38,0.71,0.2985,1,1,2,Non-Rush Hour,Weekday,Mild,1.0986122886681096,hour
2145,2011-04-04,Summer,0,4,5,0,1,1,1,0.4,0.62,0.2537,0,7,7,Non-Rush Hour,Weekday,Mild,2.079441541679836,hour
2146,2011-04-04,Summer,0,4,6,0,1,1,1,0.42,0.58,0.2836,3,43,46,Non-Rush Hour,Weekday,Mild,3.8501476017100575,hour
2147,2011-04-04,Summer,0,4,7,0,1,1,2,0.44,0.54,0.2537,7,150,157,Rush Hour,Weekday,Mild,5.062595033026967,hour
2148,2011-04-04,Summer,0,4,8,0,1,1,2,0.46,0.55,0.2985,31,308,339,Rush Hour,Weekday,Mild,5.828945617610208,hour
2149,2011-04-04,Summer,0,4,9,0,1,1,2,0.5,0.51,0.3881,24,134,158,Rush Hour,Weekday,Mild,5.068904202220232,hour
2150,2011-04-04,Summer,0,4,10,0,1,1,2,0.54,0.45,0.3582,35,55,90,Non-Rush Hour,Weekday,Mild,4.51085950651685,hour
2151,2011-04-04,Summer,0,4,11,0,1,1,1,0.6,0.4,0.3881,58,66,124,Non-Rush Hour,Weekday,Mild,4.8283137373023015,hour
2152,2011-04-04,Summer,0,4,12,0,1,1,1,0.64,0.36,0.4627,59,98,157,Non-Rush Hour,Weekday,Warm,5.062595033026967,hour
2153,2011-04-04,Summer,0,4,13,0,1,1,1,0.68,0.34,0.3284,47,92,139,Non-Rush Hour,Weekday,Warm,4.941642422609304,hour
2154,2011-04-04,Summer,0,4,14,0,1,1,2,0.74,0.27,0.4925,47,76,123,Non-Rush Hour,Weekday,Warm,4.820281565605037,hour
2155,2011-04-04,Summer,0,4,15,0,1,1,1,0.76,0.23,0.5522,47,96,143,Non-Rush Hour,Weekday,Warm,4.969813299576001,hour
2156,2011-04-04,Summer,0,4,16,0,1,1,1,0.76,0.22,0.5224,59,130,189,Rush Hour,Weekday,Warm,5.247024072160486,hour
2157,2011-04-04,Summer,0,4,17,0,1,1,1,0.74,0.23,0.6119,83,283,366,Rush Hour,Weekday,Warm,5.905361848054571,hour
2158,2011-04-04,Summer,0,4,18,0,1,1,2,0.72,0.23,0.4925,78,308,386,Rush Hour,Weekday,Warm,5.958424693029782,hour
2159,2011-04-04,Summer,0,4,19,0,1,1,1,0.7,0.24,0.4627,51,227,278,Rush Hour,Weekday,Warm,5.631211781821365,hour
2160,2011-04-04,Summer,0,4,20,0,1,1,2,0.7,0.24,0.5522,40,133,173,Non-Rush Hour,Weekday,Warm,5.159055299214529,hour
2161,2011-04-04,Summer,0,4,21,0,1,1,2,0.7,0.3,0.4478,19,76,95,Non-Rush Hour,Weekday,Warm,4.564348191467836,hour
2162,2011-04-04,Summer,0,4,22,0,1,1,2,0.68,0.36,0.4627,17,58,75,Non-Rush Hour,Weekday,Warm,4.330733340286331,hour
2163,2011-04-04,Summer,0,4,23,0,1,1,2,0.64,0.47,0.2239,18,30,48,Non-Rush Hour,Weekday,Warm,3.8918202981106265,hour
2164,2011-04-05,Summer,0,4,0,0,2,1,1,0.62,0.5,0.1045,10,12,22,Non-Rush Hour,Weekday,Warm,3.1354942159291497,hour
2165,2011-04-05,Summer,0,4,1,0,2,1,3,0.62,0.57,0.4179,10,5,15,Non-Rush Hour,Weekday,Warm,2.772588722239781,hour
2166,2011-04-05,Summer,0,4,2,0,2,1,2,0.54,0.73,0.3284,0,5,5,Non-Rush Hour,Weekday,Mild,1.791759469228055,hour
2167,2011-04-05,Summer,0,4,3,0,2,1,2,0.54,0.73,0.3284,1,3,4,Non-Rush Hour,Weekday,Mild,1.6094379124341005,hour
2168,2011-04-05,Summer,0,4,4,0,2,1,3,0.5,0.88,0.4925,0,2,2,Non-Rush Hour,Weekday,Mild,1.0986122886681096,hour
2169,2011-04-05,Summer,0,4,5,0,2,1,3,0.46,0.94,0.2985,0,5,5,Non-Rush Hour,Weekday,Mild,1.791759469228055,hour
2170,2011-04-05,Summer,0,4,6,0,2,1,2,0.48,0.88,0.3284,2,36,38,Non-Rush Hour,Weekday,Mild,3.6635616461296463,hour
2171,2011-04-05,Summer,0,4,7,0,2,1,2,0.48,0.88,0.3284,10,124,134,Rush Hour,Weekday,Mild,4.90527477843843,hour
2172,2011-04-05,Summer,0,4,8,0,2,1,3,0.38,0.87,0.5821,9,148,157,Rush Hour,Weekday,Mild,5.062595033026967,hour
2173,2011-04-05,Summer,0,4,9,0,2,1,3,0.36,0.87,0.4925,2,44,46,Rush Hour,Weekday,Mild,3.8501476017100575,hour
2174,2011-04-05,Summer,0,4,10,0,2,1,3,0.34,0.81,0.3881,3,25,28,Non-Rush Hour,Weekday,Mild,3.367295829986474,hour
2175,2011-04-05,Summer,0,4,11,0,2,1,3,0.32,0.81,0.4478,1,18,19,Non-Rush Hour,Weekday,Mild,2.995732273553991,hour
2176,2011-04-05,Summer,0,4,12,0,2,1,2,0.34,0.71,0.3881,6,32,38,Non-Rush Hour,Weekday,Mild,3.6635616461296463,hour
2177,2011-04-05,Summer,0,4,13,0,2,1,2,0.36,0.63,0.4179,5,51,56,Non-Rush Hour,Weekday,Mild,4.04305126783455,hour
2178,2011-04-05,Summer,0,4,14,0,2,1,2,0.36,0.57,0.4925,9,67,76,Non-Rush Hour,Weekday,Mild,4.343805421853684,hour
2179,2011-04-05,Summer,0,4,15,0,2,1,1,0.4,0.46,0.4627,6,62,68,Non-Rush Hour,Weekday,Mild,4.23410650459726,hour
2180,2011-04-05,Summer,0,4,16,0,2,1,1,0.38,0.46,0.4179,17,113,130,Rush Hour,Weekday,Mild,4.875197323201151,hour
2181,2011-04-05,Summer,0,4,17,0,2,1,1,0.42,0.38,0.4179,27,246,273,Rush Hour,Weekday,Mild,5.613128106388071,hour
2182,2011-04-05,Summer,0,4,18,0,2,1,1,0.38,0.4,0.4925,19,248,267,Rush Hour,Weekday,Mild,5.5909869805108565,hour
2183,2011-04-05,Summer,0,4,19,0,2,1,1,0.36,0.43,0.2985,12,148,160,Rush Hour,Weekday,Mild,5.081404364984463,hour
2184,2011-04-05,Summer,0,4,20,0,2,1,1,0.34,0.46,0.2836,4,87,91,Non-Rush Hour,Weekday,Mild,4.5217885770490405,hour
2185,2011-04-05,Summer,0,4,21,0,2,1,1,0.34,0.46,0.5224,8,81,89,Non-Rush Hour,Weekday,Mild,4.499809670330265,hour
2186,2011-04-05,Summer,0,4,22,0,2,1,1,0.32,0.49,0.2985,3,43,46,Non-Rush Hour,Weekday,Mild,3.8501476017100575,hour
2187,2011-04-05,Summer,0,4,23,0,2,1,1,0.3,0.49,0.2836,3,23,26,Non-Rush Hour,Weekday,Cold,3.295836866004329,hour
2188,2011-04-06,Summer,0,4,0,0,3,1,1,0.3,0.49,0.1045,0,15,15,Non-Rush Hour,Weekday,Cold,2.772588722239781,hour
2189,2011-04-06,Summer,0,4,1,0,3,1,1,0.26,0.6,0.1343,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096,hour
2190,2011-04-06,Summer,0,4,2,0,3,1,1,0.24,0.7,0.1343,0,5,5,Non-Rush Hour,Weekday,Cold,1.791759469228055,hour
2191,2011-04-06,Summer,0,4,3,0,3,1,1,0.26,0.6,0.1343,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341005,hour
2192,2011-04-06,Summer,0,4,4,0,3,1,1,0.24,0.65,0.1343,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453,hour
2193,2011-04-06,Summer,0,4,5,0,3,1,1,0.24,0.7,0.1045,1,12,13,Non-Rush Hour,Weekday,Cold,2.639057329615259,hour
2194,2011-04-06,Summer,0,4,6,0,3,1,1,0.24,0.7,0.1045,4,52,56,Non-Rush Hour,Weekday,Cold,4.04305126783455,hour
2195,2011-04-06,Summer,0,4,7,0,3,1,1,0.26,0.65,0.1045,3,130,133,Rush Hour,Weekday,Cold,4.897839799950911,hour
2196,2011-04-06,Summer,0,4,8,0,3,1,1,0.32,0.61,0.2239,17,308,325,Rush Hour,Weekday,Mild,5.786897381366708,hour
2197,2011-04-06,Summer,0,4,9,0,3,1,1,0.36,0.46,0.2537,8,157,165,Rush Hour,Weekday,Mild,5.111987788356544,hour
2198,2011-04-06,Summer,0,4,10,0,3,1,1,0.4,0.37,0.3881,21,48,69,Non-Rush Hour,Weekday,Mild,4.248495242049359,hour
2199,2011-04-06,Summer,0,4,11,0,3,1,1,0.42,0.38,0.3881,23,70,93,Non-Rush Hour,Weekday,Mild,4.543294782270004,hour
2200,2011-04-06,Summer,0,4,12,0,3,1,1,0.44,0.41,0.2537,22,112,134,Non-Rush Hour,Weekday,Mild,4.90527477843843,hour
2201,2011-04-06,Summer,0,4,13,0,3,1,1,0.46,0.38,0.4925,29,83,112,Non-Rush Hour,Weekday,Mild,4.727387818712341,hour
2202,2011-04-06,Summer,0,4,14,0,3,1,1,0.5,0.34,0.4179,35,80,115,Non-Rush Hour,Weekday,Mild,4.7535901911063645,hour
2203,2011-04-06,Summer,0,4,15,0,3,1,1,0.52,0.32,0.3284,34,83,117,Non-Rush Hour,Weekday,Mild,4.770684624465665,hour
2204,2011-04-06,Summer,0,4,16,0,3,1,1,0.54,0.28,0.4179,27,142,169,Rush Hour,Weekday,Mild,5.135798437050262,hour
2205,2011-04-06,Summer,0,4,17,0,3,1,1,0.52,0.32,0.4478,53,303,356,Rush Hour,Weekday,Mild,5.877735781779639,hour
2206,2011-04-06,Summer,0,4,18,0,3,1,1,0.52,0.29,0.3582,43,282,325,Rush Hour,Weekday,Mild,5.786897381366708,hour
2207,2011-04-06,Summer,0,4,19,0,3,1,1,0.5,0.31,0.2985,36,196,232,Rush Hour,Weekday,Mild,5.4510384535657,hour
2208,2011-04-06,Summer,0,4,20,0,3,1,1,0.46,0.51,0.2239,15,126,141,Non-Rush Hour,Weekday,Mild,4.955827057601261,hour
2209,2011-04-06,Summer,0,4,21,0,3,1,1,0.46,0.41,0.2836,18,84,102,Non-Rush Hour,Weekday,Mild,4.634728988229636,hour
2210,2011-04-06,Summer,0,4,22,0,3,1,1,0.46,0.41,0.2836,13,71,84,Non-Rush Hour,Weekday,Mild,4.442651256490317,hour
2211,2011-04-06,Summer,0,4,23,0,3,1,1,0.46,0.41,0.2985,11,29,40,Non-Rush Hour,Weekday,Mild,3.713572066704308,hour
2212,2011-04-07,Summer,0,4,0,0,4,1,1,0.46,0.41,0.2836,5,15,20,Non-Rush Hour,Weekday,Mild,3.044522437723423,hour
2213,2011-04-07,Summer,0,4,1,0,4,1,1,0.42,0.47,0.1343,2,11,13,Non-Rush Hour,Weekday,Mild,2.639057329615259,hour
2214,2011-04-07,Summer,0,4,2,0,4,1,1,0.42,0.54,0.194,0,7,7,Non-Rush Hour,Weekday,Mild,2.079441541679836,hour
2215,2011-04-07,Summer,0,4,3,0,4,1,1,0.36,0.66,0.194,0,3,3,Non-Rush Hour,Weekday,Mild,1.3862943611198906,hour
2216,2011-04-07,Summer,0,4,4,0,4,1,1,0.34,0.76,0.194,0,1,1,Non-Rush Hour,Weekday,Mild,0.6931471805599453,hour
2217,2011-04-07,Summer,0,4,5,0,4,1,1,0.34,0.76,0.2239,0,6,6,Non-Rush Hour,Weekday,Mild,1.9459101490553128,hour
2218,2011-04-07,Summer,0,4,6,0,4,1,1,0.32,0.81,0.2537,5,59,64,Non-Rush Hour,Weekday,Mild,4.174387269895637,hour
2219,2011-04-07,Summer,0,4,7,0,4,1,2,0.34,0.76,0.1642,8,152,160,Rush Hour,Weekday,Mild,5.081404364984463,hour
2220,2011-04-07,Summer,0,4,8,0,4,1,1,0.36,0.76,0.194,23,291,314,Rush Hour,Weekday,Mild,5.752572638825633,hour
2221,2011-04-07,Summer,0,4,9,0,4,1,2,0.4,0.66,0.1343,15,155,170,Rush Hour,Weekday,Mild,5.14166355650266,hour
2222,2011-04-07,Summer,0,4,10,0,4,1,2,0.42,0.67,0.1045,29,66,95,Non-Rush Hour,Weekday,Mild,4.564348191467836,hour
2223,2011-04-07,Summer,0,4,11,0,4,1,2,0.46,0.55,0.194,36,86,122,Non-Rush Hour,Weekday,Mild,4.812184355372417,hour
2224,2011-04-07,Summer,0,4,12,0,4,1,2,0.46,0.55,0.194,39,114,153,Non-Rush Hour,Weekday,Mild,5.0369526024136295,hour
2225,2011-04-07,Summer,0,4,13,0,4,1,2,0.52,0.48,0.0896,36,99,135,Non-Rush Hour,Weekday,Mild,4.912654885736052,hour
2226,2011-04-07,Summer,0,4,14,0,4,1,1,0.56,0.43,0.0896,46,111,157,Non-Rush Hour,Weekday,Mild,5.062595033026967,hour
2227,2011-04-07,Summer,0,4,15,0,4,1,1,0.6,0.38,0.1045,27,133,160,Non-Rush Hour,Weekday,Mild,5.081404364984463,hour
2228,2011-04-07,Summer,0,4,16,0,4,1,1,0.6,0.35,0.194,52,161,213,Rush Hour,Weekday,Mild,5.365976015021851,hour
2229,2011-04-07,Summer,0,4,17,0,4,1,1,0.52,0.52,0.2836,63,280,343,Rush Hour,Weekday,Mild,5.840641657373398,hour
2230,2011-04-07,Summer,0,4,18,0,4,1,1,0.48,0.55,0.2537,68,265,333,Rush Hour,Weekday,Mild,5.8111409929767,hour
2231,2011-04-07,Summer,0,4,19,0,4,1,1,0.46,0.59,0.2985,34,192,226,Rush Hour,Weekday,Mild,5.424950017481403,hour
2232,2011-04-07,Summer,0,4,20,0,4,1,1,0.44,0.62,0.1642,37,166,203,Non-Rush Hour,Weekday,Mild,5.318119993844216,hour
2233,2011-04-07,Summer,0,4,21,0,4,1,2,0.44,0.67,0.2836,19,89,108,Non-Rush Hour,Weekday,Mild,4.691347882229144,hour
2234,2011-04-07,Summer,0,4,22,0,4,1,2,0.4,0.76,0.194,18,63,81,Non-Rush Hour,Weekday,Mild,4.406719247264253,hour
2235,2011-04-07,Summer,0,4,23,0,4,1,1,0.38,0.76,0.2537,9,45,54,Non-Rush Hour,Weekday,Mild,4.007333185232471,hour
2236,2011-04-08,Summer,0,4,0,0,5,1,2,0.36,0.76,0.2239,4,21,25,Non-Rush Hour,Weekday,Mild,3.258096538021482,hour
2237,2011-04-08,Summer,0,4,1,0,5,1,2,0.34,0.76,0.1343,3,6,9,Non-Rush Hour,Weekday,Mild,2.302585092994046,hour
2238,2011-04-08,Summer,0,4,2,0,5,1,3,0.34,0.76,0.1642,3,10,13,Non-Rush Hour,Weekday,Mild,2.639057329615259,hour
2239,2011-04-08,Summer,0,4,3,0,5,1,3,0.34,0.76,0.1642,0,1,1,Non-Rush Hour,Weekday,Mild,0.6931471805599453,hour
2240,2011-04-08,Summer,0,4,4,0,5,1,2,0.34,0.86,0.1343,0,1,1,Non-Rush Hour,Weekday,Mild,0.6931471805599453,hour
2241,2011-04-08,Summer,0,4,5,0,5,1,2,0.32,0.87,0.194,1,8,9,Non-Rush Hour,Weekday,Mild,2.302585092994046,hour
2242,2011-04-08,Summer,0,4,6,0,5,1,2,0.34,0.87,0.194,2,33,35,Non-Rush Hour,Weekday,Mild,3.58351893845611,hour
2243,2011-04-08,Summer,0,4,7,0,5,1,3,0.34,0.87,0.1642,4,109,113,Rush Hour,Weekday,Mild,4.736198448394496,hour
2244,2011-04-08,Summer,0,4,8,0,5,1,3,0.34,0.87,0.1642,13,208,221,Rush Hour,Weekday,Mild,5.402677381872279,hour
